temperature,value
907,-0.987262
906.5,-0.987879
906,-0.949335
905.5,-0.712584
905,-0.842084
904.5,-0.767547
904,-0.385412
903.5,-0.995348
903,-0.906181
902.5,-0.996832
902,-0.993106
901.5,-0.763426
901,-0.854475
900.5,-0.961778
900,-0.794493
899.5,-0.696032
899,-0.845905
898.5,-0.704197
898,-0.959264
897.5,-0.852426
897,-0.96671
896.5,-0.841024
896,-0.791523
895.5,-0.97101
895,-0.991344
894.5,-0.980481
894,-0.998321
893.5,-0.941456
893,-0.870487
892.5,-0.651003
892,-0.96274
891.5,-0.567129
891,-0.419995
890.5,-0.998404
890,-0.656091
889.5,-0.871895
889,-0.757263
888.5,-0.986908
888,-0.993202
887.5,-7.67608e-05
887,-0.88116
886.5,-0.990143
886,-0.750068
885.5,-0.981571
885,-0.854516
884.5,-0.958401
884,-0.994045
883.5,-0.973129
883,-0.642716
882.5,-0.944087
882,-0.999673
881.5,-0.575036
881,-0.861773
880.5,-0.995812
880,-0.870521
879.5,-0.880488
879,-0.532087
878.5,-0.656307
878,-0.930252
877.5,-0.839099
877,-0.396982
876.5,-0.573221
876,-0.291451
875.5,-0.794107
875,-0.840492
874.5,-0.99675
874,-0.939128
873.5,-0.889989
873,-0.79764
872.5,-0.330042
872,-0.932429
871.5,-0.842662
871,-0.194366
870.5,-0.908589
870,-0.605131
869.5,-0.9311
869,-0.641857
868.5,-0.910267
868,-0.635342
867.5,-0.918463
867,-0.757482
866.5,-0.749771
866,-0.851249
865.5,-0.940669
865,-0.547994
864.5,-0.990205
864,-0.972359
863.5,-0.423728
863,-0.835684
862.5,-0.460025
862,-0.936811
861.5,-0.892289
861,-0.798529
860.5,-0.493357
860,-0.807976
859.5,-0.969816
859,-0.931127
858.5,-0.974483
858,-0.822863
857.5,-0.0894999
857,-0.848981
856.5,-0.973548
856,-0.109582
855.5,-0.697747
855,-0.960003
854.5,-0.425761
854,-0.882765
853.5,-0.879719
853,-0.945758
852.5,-0.981415
852,-0.515625
851.5,-0.957681
851,-0.930574
850.5,-0.996642
850,-0.991283
849.5,-0.837061
849,-0.912241
848.5,-0.732497
848,-0.967082
847.5,-0.89075
847,-0.950803
846.5,-0.302623
846,-0.939602
845.5,-0.663879
845,-0.887507
844.5,-0.885746
844,-0.96579
843.5,-0.866592
843,-0.864583
842.5,-0.817059
842,-0.929968
841.5,-0.576868
841,-0.45875
840.5,-0.917937
840,-6.47868e-05
839.5,-0.000117618
839,-0.21129
838.5,-0.0414002
838,-0.537421
837.5,-0.987401
837,-0.633826
836.5,-0.91973
836,-0.747781
835.5,-0.970797
835,-0.953927
834.5,-0.933227
834,-0.973822
833.5,-0.992568
833,-0.713161
832.5,-0.994535
832,-0.837686
831.5,-0.984816
831,-0.945563
830.5,-0.955228
830,-0.912345
829.5,-0.810673
829,-0.95542
828.5,-0.584319
828,-0.711185
827.5,-0.962561
827,-0.993077
826.5,-0.531535
826,-0.605563
825.5,-0.614274
825,-0.448095
824.5,-0.83894
824,-0.471504
823.5,-0.958983
823,-0.950529
822.5,-0.868404
822,-0.862739
821.5,-0.84516
821,-0.846174
820.5,-0.694086
820,-0.718111
819.5,-0.987152
819,-0.988609
818.5,-0.801132
818,-0.992012
817.5,-0.920773
817,-0.227352
816.5,-0.845846
816,-0.665558
815.5,-0.923404
815,-0.975474
814.5,-0.533765
814,-0.847865
813.5,-0.870227
813,-0.815644
812.5,-0.776844
812,-0.66284
811.5,-0.945659
811,-0.82474
810.5,-0.937286
810,-0.976256
809.5,-0.921266
809,-0.813339
808.5,-0.91676
808,-0.956907
807.5,-0.777965
807,-0.994201
806.5,-0.947915
806,-0.797737
805.5,-0.769421
805,-0.82537
804.5,-0.953467
804,-0.986874
803.5,-0.673292
803,-0.991003
802.5,-0.916903
802,-0.645794
801.5,-0.711357
801,-0.814286
800.5,-0.881936
800,-0.767166
799.5,-0.979994
799,-0.852178
798.5,-0.815839
798,-0.997339
797.5,-0.979097
797,-0.833176
796.5,-0.951787
796,-0.995558
795.5,-0.183219
795,-0.895666
794.5,-0.739786
794,-0.932477
793.5,-0.980288
793,-0.927754
792.5,-0.958849
792,-0.948827
791.5,-0.996613
791,-0.402641
790.5,-0.981152
790,-0.861698
789.5,-0.778088
789,-0.382171
788.5,-0.543376
788,-0.0211255
787.5,-0.934346
787,-0.810436
786.5,-0.852994
786,-0.594897
785.5,-0.979556
785,-0.847743
784.5,-0.994683
784,-0.950133
783.5,-0.823971
783,-0.364437
782.5,-0.321256
782,-0.582367
781.5,-0.883974
781,-0.709381
780.5,-0.992756
780,-0.898946
779.5,-0.976519
779,-0.858588
778.5,-0.846247
778,-0.989202
777.5,-0.860304
777,-0.903341
776.5,-0.861479
776,-0.805168
775.5,-0.455558
775,-0.824092
774.5,-0.991982
774,-0.983241
773.5,-0.237333
773,-0.84862
772.5,-0.577681
772,-0.874184
771.5,-0.406782
771,-0.852606
770.5,-0.98431
770,-0.662223
769.5,-0.0753724
769,-0.994713
768.5,-0.744515
768,-0.927223
767.5,-0.961571
767,-0.998315
766.5,-0.830839
766,-0.977066
765.5,-0.61423
765,-0.738007
764.5,-0.833431
764,-0.537339
763.5,-0.176473
763,-0.753958
762.5,-0.561959
762,-0.682684
761.5,-0.247727
761,-0.434475
760.5,-0.523543
760,-0.947514
759.5,-0.982239
759,-0.94679
758.5,-0.989048
758,-0.840939
757.5,-0.591754
757,-0.844222
756.5,-0.818454
756,-0.508384
755.5,-0.00502838
755,-0.993516
754.5,-0.564175
754,-0.948182
753.5,-0.987575
753,-0.648773
752.5,-0.517913
752,-0.983841
751.5,-0.829206
751,-0.717503
750.5,-0.689212
750,-0.965997
749.5,-0.997577
749,-0.947064
748.5,-0.82182
748,-0.968537
747.5,-0.919228
747,-0.943622
746.5,-0.893658
746,-0.94715
745.5,-0.894605
745,-0.195482
744.5,-0.619652
744,-0.976943
743.5,-0.444524
743,-0.963449
742.5,-0.947105
742,-0.949435
741.5,-0.925258
741,-0.924825
740.5,-0.694725
740,-0.96958
739.5,-0.800916
739,-0.815389
738.5,-0.753273
738,-0.862747
737.5,-0.894223
737,-0.380925
736.5,-0.772104
736,-0.938727
735.5,-0.265978
735,-0.929759
734.5,-0.698258
734,-0.756184
733.5,-0.997086
733,-0.466539
732.5,-0.930983
732,-0.913622
731.5,-0.819055
731,-0.764516
730.5,-0.759285
730,-0.980631
729.5,-0.876732
729,-0.387863
728.5,-0.903121
728,-0.695912
727.5,-0.949927
727,-0.144881
726.5,-0.857583
726,-0.44129
725.5,-0.995548
725,-0.971872
724.5,-0.998018
724,-0.746374
723.5,-0.98502
723,-0.684669
722.5,-0.946653
722,-0.892715
721.5,-0.123981
721,-0.426302
720.5,-0.886591
720,-0.871512
719.5,-0.822127
719,-0.855472
718.5,-0.994903
718,-0.753908
717.5,-0.721944
717,-0.990217
716.5,-0.595948
716,-0.413082
715.5,-0.987122
715,-0.98503
714.5,-0.925845
714,-0.875681
713.5,-0.956288
713,-0.910877
712.5,-1.55328e-12
712,9.61555e-09
711.5,-6.76011e-12
711,-1.40892e-12
710.5,5.47946e-10
710,-0.670547
709.5,-0.305185
709,-0.933924
708.5,-0.613063
708,-0.819842
707.5,-0.672238
707,-0.913172
706.5,-0.537641
706,-0.827229
705.5,-0.924714
705,-0.959867
704.5,-0.806007
704,-0.940563
703.5,-0.968185
703,-0.99033
702.5,-0.621295
702,-0.516923
701.5,-0.985159
701,-0.995334
700.5,-0.914966
700,-0.773183
699.5,-0.884669
699,-0.438013
698.5,-0.994623
698,-0.70676
697.5,-0.757362
697,-0.582613
696.5,-0.994164
696,-0.93018
695.5,-0.85041
695,-0.994414
694.5,-0.850276
694,-0.962522
693.5,-0.943296
693,-6.63142e-12
692.5,-1.44469e-12
692,-1.38232e-08
691.5,0.00092508
691,-0.861563
690.5,-0.551259
690,-0.956988
689.5,-0.876366
689,-0.724842
688.5,-0.917884
688,-0.494571
687.5,-0.927461
687,-0.949399
686.5,-0.152584
686,-0.389691
685.5,-0.618654
685,-0.914001
684.5,-0.896566
684,-0.796089
683.5,-0.997035
683,-0.581055
682.5,-0.755996
682,-0.923899
681.5,-0.753226
681,-0.817541
680.5,-0.722966
680,-0.7728
679.5,-0.740198
679,-0.630578
678.5,-0.883212
678,-0.97181
677.5,-0.964602
677,-0.643824
676.5,-0.862468
676,-0.305575
675.5,-0.815341
675,-0.963386
674.5,-0.991289
674,-0.930508
673.5,-0.90464
673,-0.81724
672.5,-0.477514
672,-0.732452
671.5,-0.997462
671,-0.798682
670.5,-0.925247
670,-0.968622
669.5,-0.573
669,-0.737574
668.5,-0.956642
668,-0.986595
667.5,-0.919643
667,-0.712358
666.5,-0.923581
666,-0.797035
665.5,-0.922174
665,-0.990847
664.5,-0.225435
664,-0.963277
663.5,-0.323408
663,-0.717112
662.5,-0.471524
662,-0.904805
661.5,-0.773419
661,-0.75264
660.5,-0.959941
660,-0.997731
659.5,-0.994962
659,-0.458775
658.5,-0.993893
658,-0.978132
657.5,-0.996008
657,-0.114447
656.5,-0.966635
656,-0.621143
655.5,-0.589176
655,-0.901489
654.5,-0.906536
654,-0.752985
653.5,-0.861183
653,-0.845661
652.5,-0.784163
652,-0.995108
651.5,-0.970713
651,-0.993551
650.5,-0.702405
650,-0.436325
649.5,-0.762068
649,-0.513236
648.5,-0.791406
648,-0.998123
647.5,-0.845922
647,-0.356193
646.5,-0.359319
646,-0.939131
645.5,-0.85166
645,-0.744967
644.5,-0.854051
644,-0.955109
643.5,-0.87699
643,-0.973283
642.5,-0.774572
642,-0.897193
641.5,-0.962017
641,-0.858415
640.5,-0.946596
640,-0.484496
639.5,-0.524576
639,-0.887441
638.5,-0.871029
638,-0.737775
637.5,-0.258017
637,-0.560961
636.5,-0.693744
636,-0.520244
635.5,-0.993276
635,-0.829228
634.5,-0.966027
634,-0.930909
633.5,-0.88468
633,-0.9232
632.5,-0.900633
632,-0.985423
631.5,-0.90688
631,-0.886257
630.5,-0.433707
630,-0.962627
629.5,-0.992799
629,-0.68703
628.5,-0.968331
628,-0.95381
627.5,-0.724494
627,-0.55422
626.5,-0.747376
626,-0.938896
625.5,-0.368137
625,-0.523618
624.5,-0.999469
624,-0.983652
623.5,-0.950664
623,-0.975689
622.5,-0.522782
622,-0.914825
621.5,-0.699686
621,-0.843091
620.5,-0.655449
620,-0.805627
619.5,-0.995237
619,-0.890729
618.5,-0.903741
618,-0.865534
617.5,-0.952586
617,-0.976257
616.5,-0.958363
616,-0.152073
615.5,-0.734659
615,-0.234167
614.5,-0.985466
614,-0.968113
613.5,-0.907951
613,-0.880866
612.5,-0.633781
612,-0.847413
611.5,-0.906574
611,-0.814497
610.5,-0.949463
610,-0.714816
609.5,-0.387615
609,-0.577794
608.5,-0.799917
608,-0.914109
607.5,-0.964712
607,-4.4912e-05
606.5,-0.940116
606,-0.88848
605.5,-0.703888
605,-0.913654
604.5,-0.974416
604,-0.669289
603.5,-0.986426
603,-0.762447
602.5,-0.988369
602,-0.660908
601.5,-0.936543
601,-0.95133
600.5,-0.88507
600,-0.750261
599.5,-0.116079
599,-0.91811
598.5,-0.924784
598,-0.980107
597.5,-0.525591
597,-0.0879284
596.5,-0.983785
596,-0.791336
595.5,-0.730515
595,-0.865004
594.5,-0.687223
594,-0.916788
593.5,-0.884336
593,-0.906597
592.5,-0.401878
592,-0.966663
591.5,-0.888745
591,-0.503432
590.5,-0.89967
590,-0.949734
589.5,-0.431609
589,-0.472196
588.5,-0.725554
588,-0.934863
587.5,-0.955804
587,-0.67179
586.5,-0.945044
586,-0.982861
585.5,-0.878949
585,-0.9321
584.5,-0.960593
584,-0.611288
583.5,-0.345855
583,-0.992091
582.5,-0.946365
582,-0.692835
581.5,-0.669886
581,-0.182901
580.5,-0.841017
580,-0.392866
579.5,-0.759773
579,-0.860888
578.5,-0.981576
578,-0.794565
577.5,-0.804837
577,-0.967559
576.5,-0.774229
576,-0.92114
575.5,-0.979631
575,-0.464751
574.5,-0.934179
574,-0.956237
573.5,-0.97154
573,-0.957565
572.5,-0.953746
572,-0.80823
571.5,-0.623622
571,-0.779732
570.5,-0.996366
570,-0.900676
569.5,-0.738783
569,-0.98548
568.5,-0.822237
568,-0.175434
567.5,-0.923863
567,-0.800163
566.5,-0.988933
566,-0.0590586
565.5,-0.97623
565,-0.657137
564.5,-0.811251
564,-0.953234
563.5,-0.981201
563,-0.991447
562.5,-0.991564
562,-0.84267
561.5,-0.833176
561,-0.837519
560.5,-0.96045
560,-0.679
559.5,-0.956964
559,-0.799213
558.5,-0.976814
558,-0.787026
557.5,-0.80698
557,-0.767422
556.5,-0.442507
556,-0.999645
555.5,-0.9219
555,-0.976841
554.5,-0.950938
554,-0.864583
553.5,-0.998518
553,-0.996896
552.5,-0.741116
552,-0.693519
551.5,-0.941541
551,-0.882501
550.5,-0.265209
550,-0.923852
549.5,-0.862974
549,-0.992535
548.5,-0.990905
548,-0.739917
547.5,-0.870318
547,-0.928078
546.5,-0.882021
546,-0.622217
545.5,-0.997046
545,-0.971107
544.5,-0.63125
544,-0.992633
543.5,-0.775218
543,-0.695048
542.5,-0.989463
542,-0.287236
541.5,-0.892767
541,-0.98333
540.5,-0.483228
540,-0.995727
539.5,-0.791822
539,-0.998117
538.5,-0.965959
538,-0.958569
537.5,-0.821975
537,-0.883527
536.5,-0.785115
536,-0.996568
535.5,-0.842541
535,-0.854655
534.5,-0.342121
534,-0.370332
533.5,-0.922503
533,-0.880506
532.5,-0.813477
532,-0.977582
531.5,-0.589521
531,-0.824399
530.5,-0.840903
530,-0.64757
529.5,-0.912846
529,-0.973086
528.5,-0.9181
528,-0.814456
527.5,-2.09266e-08
527,-6.04207e-05
526.5,-0.640201
526,-0.889336
525.5,-0.966355
525,-0.812292
524.5,-0.592521
524,-0.647572
523.5,-0.972397
523,-0.998912
522.5,-0.998926
522,-0.993072
521.5,-0.994879
521,-0.907435
520.5,-0.693368
520,-0.885754
519.5,-0.568764
519,-0.908279
518.5,-0.65482
518,-0.843902
517.5,-0.98336
517,-0.604233
516.5,-0.640004
516,-0.657638
515.5,-0.770485
515,-0.59456
514.5,-0.663075
514,-0.64365
513.5,-0.463551
513,-0.851106
512.5,-0.878467
512,-0.8429
511.5,-0.97749
511,-0.938869
510.5,-0.996985
510,-0.836562
509.5,-0.906864
509,-0.904095
508.5,-0.818525
508,-0.231133
507.5,-0.896066
507,-0.574733
506.5,-0.911246
506,-0.821476
505.5,-0.985127
505,-1.79516e-12
504.5,-0.811057
504,-0.708265
503.5,-0.370315
503,-0.965278
502.5,-0.726715
502,-0.979619
501.5,-0.990203
501,-0.848184
500.5,-0.949464
500,-0.988841
499.5,-0.311396
499,-0.952495
498.5,-0.964181
498,-0.357732
497.5,-0.402269
497,-0.618446
496.5,-0.978366
496,-0.793638
495.5,-0.999317
495,-0.67994
494.5,-0.952289
494,-0.647661
493.5,-0.983024
493,-0.753219
492.5,-0.994219
492,-0.996646
491.5,-0.669701
491,-0.964105
490.5,-0.60166
490,-0.833057
489.5,-0.930135
489,-0.917239
488.5,-0.528383
488,-0.17241
487.5,-0.707526
487,-0.803105
486.5,-0.966251
486,-0.960101
485.5,-0.997496
485,-0.491142
484.5,-0.751284
484,-0.336676
483.5,-0.762552
483,-0.962453
482.5,-0.935683
482,-0.910593
481.5,-0.994481
481,-0.896182
480.5,-0.999225
480,-0.899823
479.5,-0.966823
479,-0.0851194
478.5,-0.613223
478,-0.621388
477.5,-0.831845
477,-0.889719
476.5,-0.869797
476,-0.540092
475.5,-0.856861
475,-0.986594
474.5,-0.927157
474,-6.49428e-12
473.5,-3.6688e-05
473,-0.795377
472.5,-0.848599
472,-0.522748
471.5,-0.707035
471,-0.623132
470.5,-0.810479
470,-0.967064
469.5,-0.958854
469,-0.732266
468.5,-0.572808
468,-0.800292
467.5,-0.862861
467,-0.989908
466.5,-0.865511
466,-0.806342
465.5,-0.806097
465,-0.192078
464.5,-0.776477
464,-0.0948046
463.5,-0.830275
463,-0.979043
462.5,-0.960544
462,-0.887258
461.5,-0.298454
461,-0.918924
460.5,-0.971033
460,-0.880577
459.5,-0.804525
459,-0.898517
458.5,-0.0975165
458,-0.869776
457.5,-0.763586
457,-0.917663
456.5,-0.280613
456,-0.991466
455.5,-0.910398
455,-0.999994
454.5,-0.98431
454,-0.650973
453.5,-0.925496
453,-0.773285
452.5,-0.867268
452,-0.522107
451.5,-0.804591
451,-0.891016
450.5,-0.945921
450,-0.589052
449.5,-0.831286
449,-0.96509
448.5,-0.639866
448,-0.774555
447.5,-0.826887
447,-0.805953
446.5,-0.898408
446,-0.706223
445.5,-0.743414
445,-0.816495
444.5,-0.959034
444,-0.999061
443.5,-0.922833
443,-0.644713
442.5,-0.939439
442,-0.997138
441.5,-0.959708
441,-0.984811
440.5,-0.941642
440,-0.976542
439.5,-0.615923
439,-0.753382
438.5,-0.644335
438,-0.598619
437.5,-0.85471
437,-0.546234
436.5,-0.846675
436,-0.61602
435.5,-0.947023
435,-0.587305
434.5,-0.595443
434,-0.822841
433.5,-0.993289
433,-0.340823
432.5,-0.925436
432,-0.895219
431.5,-0.769464
431,-0.525097
430.5,-0.253771
430,-0.992294
429.5,-0.870753
429,-0.828824
428.5,-0.917898
428,-0.721863
427.5,-0.999597
427,-0.775517
426.5,-0.992119
426,-0.706423
425.5,-0.87847
425,-0.859551
424.5,-0.367324
424,-0.940955
423.5,-0.0511671
423,-0.893477
422.5,-0.941975
422,-0.99573
421.5,-0.988972
421,-0.831697
420.5,-0.420187
420,-0.852219
419.5,-0.999134
419,-0.901477
418.5,-0.205903
418,-0.925611
417.5,-0.89904
417,-0.893438
416.5,-0.284892
416,-0.787915
415.5,-0.97917
415,-0.945644
414.5,-0.339007
414,-0.97258
413.5,-0.611465
413,-0.972321
412.5,-0.99836
412,-0.824019
411.5,-0.883787
411,-0.550833
410.5,-0.841818
410,-0.936014
409.5,-0.778644
409,-0.668971
408.5,-0.959856
408,-0.766263
407.5,-0.844403
407,-0.965986
406.5,-0.624446
406,-0.508
405.5,-0.735177
405,-0.967772
404.5,-0.860704
404,-0.911465
403.5,-0.994143
403,-0.990518
402.5,-0.828008
402,-0.999732
401.5,-0.760867
401,-0.563852
400.5,-0.997165
400,-0.330797
399.5,-0.973538
399,-0.629528
398.5,-0.401331
398,-0.752266
397.5,-0.987903
397,-0.824276
396.5,-0.783086
396,-4.5424e-13
395.5,-1.75102e-05
395,-0.0317258
394.5,-0.946224
394,-0.975568
393.5,-0.607494
393,-0.936729
392.5,-0.409919
392,-0.910983
391.5,-0.67549
391,-0.533172
390.5,-0.647679
390,-0.525856
389.5,-0.824537
389,-0.992198
388.5,-0.996985
388,-0.168038
387.5,-0.685816
387,-0.990326
386.5,-0.447891
386,-0.933474
385.5,-0.803154
385,-0.762598
384.5,-0.866615
384,-0.988313
383.5,-0.914396
383,-0.948118
382.5,-0.804349
382,-0.943244
381.5,-0.864472
381,-0.791946
380.5,-0.82082
380,-0.940849
379.5,-0.985106
379,-0.497078
378.5,-0.744338
378,-0.885282
377.5,-0.867094
377,-0.655757
376.5,-0.971858
376,-0.856142
375.5,-0.774707
375,-0.626919
374.5,-0.886931
374,-0.961058
373.5,-0.744121
373,-0.959156
372.5,-0.976008
372,-0.816597
371.5,-0.971081
371,-0.589685
370.5,-0.925524
370,-0.916652
369.5,-0.981606
369,-0.875901
368.5,-0.988196
368,-0.971076
367.5,-0.532965
367,-0.997252
366.5,-0.851903
366,-0.922269
365.5,-0.742069
365,-0.965737
364.5,-0.439285
364,-0.414888
363.5,-0.719196
363,-0.647969
362.5,-0.870967
362,-0.483749
361.5,-0.989844
361,-0.852549
360.5,-0.98241
360,-0.998361
359.5,-0.914102
359,-0.929547
358.5,-0.921659
358,-0.978754
357.5,-0.987603
357,-0.928777
356.5,-0.987578
356,-0.242233
355.5,-0.954657
355,-0.838628
354.5,-0.992569
354,-0.714071
353.5,-0.801399
353,-0.988271
352.5,-0.956981
352,-0.975689
351.5,-0.644326
351,-0.826541
350.5,-0.974932
350,-0.935724
349.5,-0.744786
349,-0.991472
348.5,-0.722627
348,-0.987229
347.5,-0.449321
347,-0.926523
346.5,-0.45288
346,-0.832445
345.5,-0.879963
345,-0.994029
344.5,-0.976778
344,-0.815775
343.5,-0.974099
343,-0.792459
342.5,-0.932558
342,-0.959072
341.5,-0.786125
341,-0.925049
340.5,-0.603044
340,-0.913375
339.5,-0.885379
339,-0.976554
338.5,-0.300935
338,-0.599899
337.5,-0.889826
337,-0.771327
336.5,-0.0542907
336,-0.904368
335.5,-0.212865
335,-0.956214
334.5,-0.416611
334,-0.0390192
333.5,-0.979806
333,-0.883073
332.5,-0.995256
332,-0.480212
331.5,-0.950145
331,-0.51189
330.5,-0.949743
330,-0.745396
329.5,-0.814841
329,-0.458516
328.5,-0.604605
328,-0.647878
327.5,-0.674532
327,-0.809398
326.5,-0.996042
326,-0.884428
325.5,-0.787732
325,-0.476737
324.5,-0.713468
324,-0.952327
323.5,-0.995583
323,-0.747546
322.5,-0.723605
322,-0.971625
321.5,-0.827863
321,-0.891097
320.5,-0.736576
320,-0.995636
319.5,-0.809378
319,-0.629469
318.5,-0.93388
318,-0.958243
317.5,-0.900743
317,-0.833765
316.5,-0.976104
316,-0.985945
315.5,-0.985609
315,-0.815182
314.5,-0.987529
314,-0.992828
313.5,-0.99112
313,-0.968477
312.5,-0.685891
312,-0.551974
311.5,-0.840759
311,-0.927103
310.5,-0.9522
310,-0.9546
309.5,-0.849356
309,-0.996045
308.5,-0.94828
308,-0.965559
307.5,-0.825914
307,-0.910862
306.5,-0.929366
306,-0.999092
305.5,-0.955547
305,-0.875391
304.5,-0.977946
304,-0.993962
303.5,-0.994759
303,-0.996463
302.5,-0.896018
302,-0.127225
301.5,-0.628375
301,-0.951057
300.5,-0.985551
300,-0.357468
299.5,-0.846413
299,-0.989748
298.5,-0.978319
298,-0.459777
297.5,-0.79266
297,-0.883444
296.5,-0.984752
296,-0.945033
295.5,-0.999638
295,-0.932794
294.5,-0.810158
294,-0.955686
293.5,-0.928175
293,-0.960203
292.5,-0.782858
292,-0.951434
291.5,-0.199777
291,-0.966477
290.5,-0.977247
290,-0.925695
289.5,-0.751552
289,-0.505078
288.5,-0.806908
288,-0.993862
287.5,-0.88963
287,-0.963217
286.5,-0.857785
286,-0.783122
285.5,-0.60459
285,-0.930204
284.5,-0.956493
284,-0.532433
283.5,-0.825479
283,-0.991877
282.5,-0.964925
282,-0.991441
281.5,-0.922937
281,-0.728361
280.5,-0.996173
280,-0.506066
279.5,-0.745389
279,-0.997273
278.5,-0.880165
278,-0.946118
277.5,-0.746404
277,-0.494029
276.5,-0.914242
276,-0.838067
275.5,-0.460882
275,-0.878237
274.5,-0.533117
274,-0.943191
273.5,-0.915414
273,-0.568957
272.5,-0.581664
272,-0.568199
271.5,-0.898368
271,-0.968104
270.5,-0.32635
270,-0.80901
269.5,-0.424934
269,-0.619715
268.5,-0.897383
268,-0.889458
267.5,-0.922665
267,-0.974044
266.5,-0.629476
266,-0.280037
265.5,-0.937032
265,-0.876906
264.5,-0.953696
264,-0.498156
263.5,-0.913104
263,-0.988363
262.5,-0.675219
262,-0.905189
261.5,-0.79544
261,-0.97902
260.5,-0.980674
260,-0.979705
259.5,-0.926881
259,-0.983396
258.5,-0.982379
258,1.3058e-10
257.5,3.16096e-11
257,-7.14783e-12
256.5,2.0619e-11
256,0.000420238
255.5,-0.638086
255,-0.198986
254.5,-0.72922
254,-0.893402
253.5,-0.973363
253,-0.748636
252.5,-0.966655
252,-0.967501
251.5,-0.739225
251,-0.97702
250.5,-0.975636
250,-0.95939
249.5,-0.347874
249,-0.964464
248.5,-0.828491
248,-0.834397
247.5,-0.420664
247,-0.892811
246.5,-0.848407
246,-0.437112
245.5,-0.898722
245,-0.923542
244.5,-0.925272
244,-0.935887
243.5,-0.89977
243,-0.829111
242.5,-0.793317
242,-0.852559
241.5,-0.540086
241,-0.461033
240.5,-0.88324
240,-0.609242
239.5,-0.796084
239,-0.994354
238.5,-0.713765
238,-0.723957
237.5,-0.609264
237,-0.698896
236.5,-0.988704
236,-0.946115
235.5,-0.933458
235,-0.948473
234.5,-0.931092
234,-0.812705
233.5,-0.717807
233,-0.953312
232.5,-0.909309
232,-0.932811
231.5,-0.999706
231,-0.961681
230.5,-0.986546
230,-0.86619
